arch	circuit	script_params	vtr_flow_elapsed_time	error	odin_synth_time	max_odin_mem	abc_depth	abc_synth_time	abc_cec_time	abc_sec_time	max_abc_mem	ace_time	max_ace_mem	num_clb	num_io	num_memories	num_mult	vpr_status	vpr_revision	vpr_build_info	vpr_compiler	vpr_compiled	hostname	rundir	max_vpr_mem	num_primary_inputs	num_primary_outputs	num_pre_packed_nets	num_pre_packed_blocks	num_netlist_clocks	num_post_packed_nets	num_post_packed_blocks	device_width	device_height	device_grid_tiles	device_limiting_resources	device_name	pack_time	placed_wirelength_est	place_time	place_quench_time	placed_CPD_est	placed_setup_TNS_est	placed_setup_WNS_est	placed_geomean_nonvirtual_intradomain_critical_path_delay_est	place_delay_matrix_lookup_time	place_quench_timing_analysis_time	place_quench_sta_time	place_total_timing_analysis_time	place_total_sta_time	min_chan_width	routed_wirelength	min_chan_width_route_success_iteration	logic_block_area_total	logic_block_area_used	min_chan_width_routing_area_total	min_chan_width_routing_area_per_tile	min_chan_width_route_time	min_chan_width_total_timing_analysis_time	min_chan_width_total_sta_time	crit_path_routed_wirelength	crit_path_route_success_iteration	crit_path_total_nets_routed	crit_path_total_connections_routed	crit_path_total_heap_pushes	crit_path_total_heap_pops	critical_path_delay	geomean_nonvirtual_intradomain_critical_path_delay	setup_TNS	setup_WNS	hold_TNS	hold_WNS	crit_path_routing_area_total	crit_path_routing_area_per_tile	router_lookahead_computation_time	crit_path_route_time	crit_path_total_timing_analysis_time	crit_path_total_sta_time	total_power	routing_power_perc	clock_power_perc	tile_power_perc	
k6_N10_I40_Fi6_L4_frac1_ff2_C5_45nm.xml	mkPktMerge.v	common	24.65		0.16	17096	2	0.12	-1	-1	33708	-1	-1	26	311	15	0	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	90908	311	156	972	1128	1	953	508	28	28	784	memory	auto	0.55	8661	0.86	0.01	3.8873	-4499.63	-3.8873	3.8873	2.35	0.0025678	0.00214956	0.378396	0.312952	36	18042	21	4.25198e+07	9.62124e+06	1.94918e+06	2486.20	14.00	1.62721	1.42944	16200	11	2617	3342	4093936	1103986	4.50433	4.50433	-5230.63	-4.50433	-12.1576	-0.339827	2.40571e+06	3068.51	0.63	0.72	0.0915948	0.0833125	0.08472	0.1643	0.01678	0.8189	
k6_N10_I40_Fi6_L4_frac1_ff2_C5_45nm.xml	mkSMAdapter4B.v	common	132.63		0.36	32016	7	3.53	-1	-1	37892	-1	-1	171	193	5	0	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	90596	193	205	2232	2437	1	1471	574	20	20	400	memory	auto	18.11	10355	2.23	0.02	5.9827	-3155.25	-5.9827	5.9827	1.35	0.00316876	0.00248193	0.718303	0.585054	102	47353	43	2.07112e+07	1.19559e+07	2.42570e+06	6064.25	98.05	2.42994	2.06748	38142	13	5774	19769	10615536	2310617	6.94396	6.94396	-3942.76	-6.94396	-11.4044	-0.341744	3.04686e+06	7617.14	0.69	1.77	0.167904	0.15321	0.02843	0.3714	0.0316	0.597	
k6_N10_I40_Fi6_L4_frac1_ff2_C5_45nm.xml	or1200.v	common	361.19		0.47	40908	27	5.52	-1	-1	43648	-1	-1	267	385	2	1	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	157012	385	394	3979	4310	1	2775	1049	27	27	729	io	auto	33.54	34620	4.17	0.04	17.098	-14258.2	-17.098	17.098	2.02	0.00763255	0.0068067	1.13398	0.944017	142	125951	44	3.93038e+07	1.58817e+07	6.23364e+06	8550.94	292.04	4.81677	4.15395	100530	12	10792	47941	30566078	6055098	22.1934	22.1934	-17449.9	-22.1934	0	0	7.90541e+06	10844.2	2.18	8.08	0.659035	0.59197	0.0248	0.7119	0.02602	0.262	
k6_N10_I40_Fi6_L4_frac1_ff2_C5_45nm.xml	raygentop.v	common	159.16		0.41	33108	8	1.44	-1	-1	40472	-1	-1	123	214	0	9	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	95960	214	305	2625	2741	1	1680	651	22	22	484	mult_36	auto	37.45	13614	1.62	0.02	5.22018	-2766.59	-5.22018	5.22018	1.29	0.00338877	0.0029499	0.47678	0.409723	102	53489	43	2.50602e+07	1.0193e+07	2.99432e+06	6186.61	104.69	2.18231	1.93586	43264	11	6206	19887	12000419	2521942	6.97827	6.97827	-3680.97	-6.97827	0	0	3.75889e+06	7766.30	1.26	2.96	0.270362	0.249094	0.02599	0.6633	0.04074	0.296	
k6_N10_I40_Fi6_L4_frac1_ff2_C5_45nm.xml	sha.v	common	823.36		1.13	38336	20	611.78	-1	-1	95360	-1	-1	250	38	0	0	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	114836	38	36	3404	3440	1	1848	324	21	21	441	clb	auto	56.39	19001	1.90	0.01	14.9051	-5091.22	-14.9051	14.9051	0.95	0.00376939	0.00318239	0.601429	0.443725	150	83864	33	2.24358e+07	1.34735e+07	3.81998e+06	8662.09	135.54	2.92917	2.3666	66392	14	6375	33289	15133542	3380559	18.5868	18.5868	-6271.62	-18.5868	0	0	4.85260e+06	11003.6	1.09	2.53	0.245409	0.214778	0.01587	0.7402	0.03157	0.2283	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	bgm.v	common	1848.21		23.53	392696	22	474.89	-1	-1	152548	-1	-1	2671	257	0	11	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	813440	257	32	32168	31683	1	20363	2971	62	62	3844	clb	auto	154.43	256235	80.86	0.71	16.5389	-24568.3	-16.5389	16.5389	34.17	0.079901	0.0586944	9.44726	6.96281	166	927256	43	2.30929e+08	1.48309e+08	3.99667e+07	10397.2	870.03	39.8886	31.2329	820819	16	90784	452860	242863486	49860914	21.3181	21.3181	-30095.6	-21.3181	0	0	5.08892e+07	13238.6	14.75	45.63	4.17065	3.59832	0.209	0.747	0.02344	0.2296	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	blob_merge.v	common	541.80		0.52	59504	18	86.28	-1	-1	67500	-1	-1	566	36	0	0	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	205600	36	100	6600	6700	1	3316	702	30	30	900	clb	auto	16.29	50352	5.97	0.04	10.2609	-3019.7	-10.2609	10.2609	2.47	0.0112777	0.00970455	1.84168	1.37569	154	189709	47	4.8774e+07	3.0504e+07	8.30986e+06	9233.18	397.18	7.7958	6.2363	161485	12	11788	71840	43017159	8354882	12.6074	12.6074	-3613.7	-12.6074	0	0	1.05245e+07	11693.9	2.58	10.75	1.15287	0.996533	0.03167	0.6617	0.04558	0.2928	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	boundtop.v	common	8.28		0.80	47148	2	0.53	-1	-1	37024	-1	-1	84	114	0	0	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	66788	114	192	455	647	1	310	390	13	13	169	clb	auto	0.12	758	0.35	0.00	1.99248	-227.353	-1.99248	1.99248	0.25	0.000594446	0.00052876	0.0954677	0.0834717	42	4236	34	6.63067e+06	4.5271e+06	416667.	2465.49	3.73	0.355599	0.317237	3335	13	836	1357	424462	137578	2.35094	2.35094	-305.836	-2.35094	0	0	523490.	3097.57	0.09	0.09	0.0232111	0.0213456	0.008682	0.5221	0.08163	0.3963	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	ch_intrinsics.v	common	4.04		0.05	9376	3	0.20	-1	-1	36128	-1	-1	68	99	1	0	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	68348	99	130	363	493	1	261	298	12	12	144	clb	auto	0.17	705	0.26	0.00	2.24674	-234.586	-2.24674	2.24674	0.23	0.000480229	0.000422918	0.0690007	0.0594869	46	3052	17	5.66058e+06	4.21279e+06	378970.	2631.74	1.55	0.239519	0.210982	2717	9	539	883	308116	93203	3.1862	3.1862	-320.02	-3.1862	0	0	486261.	3376.82	0.08	0.06	0.0134051	0.0123055	0.008169	0.341	0.0626	0.5964	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	diffeq1.v	common	31.45		0.04	9240	15	0.30	-1	-1	34528	-1	-1	41	162	0	5	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	69824	162	96	999	932	1	722	304	16	16	256	mult_36	auto	2.32	5506	0.50	0.01	21.5482	-2051.31	-21.5482	21.5482	0.46	0.00166137	0.00151646	0.196646	0.176583	80	22551	30	1.21132e+07	4.18965e+06	1.20332e+06	4700.46	23.81	0.832965	0.757946	17881	16	3286	8359	5466266	1222723	26.0387	26.0387	-2715.74	-26.0387	0	0	1.51905e+06	5933.80	0.25	0.82	0.0790076	0.0738573	0.008289	0.5348	0.01767	0.4475	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	diffeq2.v	common	35.62		0.03	8320	14	0.22	-1	-1	33516	-1	-1	29	66	0	7	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	70376	66	96	719	590	1	550	198	18	18	324	mult_36	auto	0.61	5081	0.42	0.00	17.1439	-1004.08	-17.1439	17.1439	0.62	0.00143421	0.00132966	0.201194	0.183653	54	20898	46	1.57076e+07	4.33493e+06	1.09181e+06	3369.80	29.34	0.832232	0.766554	16591	17	3282	9217	6363263	1482495	22.0828	22.0828	-1288.23	-22.0828	0	0	1.41848e+06	4378.04	0.37	1.33	0.101843	0.0951773	0.00872	0.4345	0.01979	0.5457	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	LU8PEEng.v	common	1728.55		21.39	227744	129	260.58	-1	-1	100856	-1	-1	2009	114	44	8	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	654228	114	102	29578	29304	1	17741	2277	54	54	2916	clb	auto	183.15	238258	53.84	0.35	85.7038	-55883.5	-85.7038	85.7038	23.36	0.0588912	0.0505543	8.82522	6.61239	190	732726	37	1.70873e+08	1.35557e+08	3.39445e+07	11640.8	1026.41	42.1056	32.8763	630320	16	51083	221674	166167080	35545365	105.494	105.494	-71519.5	-105.494	-23.031	-0.17368	4.34601e+07	14904.0	14.56	40.90	4.64228	3.86624	0.1134	0.7229	0.00968	0.2674	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	LU32PEEng.v	common	27468.73		168.99	770680	128	1446.39	-1	-1	298580	-1	-1	7143	114	167	32	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	2345556	114	102	102506	101104	1	61756	7558	100	100	10000	clb	auto	810.07	1125483	493.15	2.84	84.7149	-355720	-84.7149	84.7149	96.72	0.299816	0.218469	40.7678	30.8574	232	2758010	27	6.13558e+08	4.89114e+08	1.42734e+08	14273.4	23637.67	169.508	132.473	2525936	14	162803	736544	976085543	248100107	103.126	103.126	-496366	-103.126	-22.5925	-0.174787	1.82326e+08	18232.6	78.18	332.14	13.0507	11.0253	0.4552	0.7484	0.00891	0.2427	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	mcml.v	common	19371.88		65.97	954288	75	8954.15	-1	-1	447768	-1	-1	7383	36	159	27	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	2326388	36	33	134466	132924	1	52553	7638	102	102	10404	clb	auto	225.47	698760	348.31	1.91	68.5474	-326700	-68.5474	68.5474	127.43	0.198175	0.169376	37.0973	28.7221	178	1663702	49	6.36957e+08	4.95685e+08	1.17270e+08	11271.6	8928.45	146.534	117.981	1506129	14	140461	599511	353591728	75634293	82.6396	82.6396	-483608	-82.6396	-1.6061	-0.171467	1.48799e+08	14302.1	69.04	86.39	10.1865	8.80588	0.365	0.6747	0.01173	0.3135	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	mkDelayWorker32B.v	common	83.99		1.14	78936	5	8.49	-1	-1	52364	-1	-1	456	506	47	0	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	325020	506	553	3285	3838	1	3026	1562	50	50	2500	memory	auto	2.91	15639	5.02	0.04	6.83616	-1950.9	-6.83616	6.83616	20.26	0.0114529	0.0103702	2.53804	2.27287	38	27445	25	1.47946e+08	5.03323e+07	6.86584e+06	2746.33	27.71	6.34734	5.80684	26464	9	2856	3690	5075742	1260995	8.03973	8.03973	-2311.1	-8.03973	-3.06139	-0.295467	8.69095e+06	3476.38	2.56	1.08	0.365263	0.345678	0.1582	0.1561	0.03297	0.8109	
k6_N10_I40_Fi6_L4_frac1_ff2_C10_45nm.xml	mkPktMerge.v	common	20.52		0.16	17160	2	0.10	-1	-1	33620	-1	-1	26	311	15	0	success	v8.0.0-3684-g44d092b7d-dirty	Release VTR_ASSERT_LEVEL=2	GNU 7.5.0 on Linux-4.15.0-60-generic x86_64	2021-05-28T15:22:43	betzgrp-wintermute.eecg.utoronto.ca	/home/ahmadi55/vtr-verilog-to-routing	91044	311	156	972	1128	1	954	508	28	28	784	memory	auto	0.82	8224	0.86	0.01	3.84107	-4621.75	-3.84107	3.84107	2.30	0.00282379	0.00218451	0.382612	0.323119	36	16703	15	4.25198e+07	9.62124e+06	1.94918e+06	2486.20	10.26	1.30297	1.14067	15458	10	2621	3153	2989273	818472	4.35551	4.35551	-5256.14	-4.35551	-12.3757	-0.341744	2.40571e+06	3068.51	0.59	0.54	0.088545	0.0809848	0.08744	0.1587	0.0168	0.8245	
